"Country","GBDCHILDCAUSES","Year","Deaths_0_to_27_Days","Deaths_1_to_59_Months","Deaths_0_to_4_Years"
"Jamaica","Measles","2007","0","0","0"
"Jamaica","Measles","2006","0","0","0"
"Jamaica","Measles","2005","0","0","0"
"Jamaica","Measles","2004","0","0","0"
"Jamaica","Measles","2003","0","0","0"
"Jamaica","Measles","2002","0","0","0"
"Jamaica","Measles","2001","0","0","0"
"Jamaica","Measles","2000","0","0","0"
"Jamaica","Meningitis/encephalitis","2013","0","10","10"
"Jamaica","Meningitis/encephalitis","2012","0","11","11"
"Jamaica","Meningitis/encephalitis","2011","0","12","12"
"Jamaica","Meningitis/encephalitis","2010","0","13","13"
"Jamaica","Meningitis/encephalitis","2009","0","13","13"
"Jamaica","Meningitis/encephalitis","2008","0","13","13"
"Jamaica","Meningitis/encephalitis","2007","0","13","13"
"Jamaica","Meningitis/encephalitis","2006","0","13","13"
"Jamaica","Meningitis/encephalitis","2005","0","13","13"
"Jamaica","Meningitis/encephalitis","2004","0","13","13"
"Jamaica","Meningitis/encephalitis","2003","0","13","13"
"Jamaica","Meningitis/encephalitis","2002","0","12","12"
"Jamaica","Meningitis/encephalitis","2001","0","12","12"
"Jamaica","Meningitis/encephalitis","2000","0","13","13"
"Jamaica","Malaria","2013","0","0","0"
"Jamaica","Malaria","2012","0","0","0"
"Jamaica","Malaria","2011","0","0","0"
"Jamaica","Malaria","2010","0","0","0"
"Jamaica","Malaria","2009","0","0","0"
"Jamaica","Malaria","2008","0","0","0"
"Jamaica","Malaria","2007","0","0","0"
"Jamaica","Malaria","2006","0","0","0"
"Jamaica","Malaria","2005","0","0","0"
"Jamaica","Malaria","2004","0","0","0"
"Jamaica","Malaria","2003","0","0","0"
"Jamaica","Malaria","2002","0","0","0"
"Jamaica","Malaria","2001","0","0","0"
"Jamaica","Malaria","2000","0","0","0"
"Jamaica","Acute lower respiratory infections","2013","19","49","69"
"Jamaica","Acute lower respiratory infections","2012","20","55","75"
"Jamaica","Acute lower respiratory infections","2011","22","59","80"
"Jamaica","Acute lower respiratory infections","2010","22","61","83"
"Jamaica","Acute lower respiratory infections","2009","24","60","85"
"Jamaica","Acute lower respiratory infections","2008","23","60","84"
"Jamaica","Acute lower respiratory infections","2007","29","66","95"
"Jamaica","Acute lower respiratory infections","2006","31","62","93"
"Jamaica","Acute lower respiratory infections","2005","30","61","91"
"Jamaica","Acute lower respiratory infections","2004","33","63","96"
"Jamaica","Acute lower respiratory infections","2003","34","71","104"
"Jamaica","Acute lower respiratory infections","2002","29","82","111"
"Jamaica","Acute lower respiratory infections","2001","26","86","112"
"Jamaica","Acute lower respiratory infections","2000","30","94","123"
"Jamaica","Prematurity","2013","209","6","215"
"Jamaica","Prematurity","2012","221","7","227"
"Jamaica","Prematurity","2011","241","6","248"
"Jamaica","Prematurity","2010","246","7","253"
"Jamaica","Prematurity","2009","251","6","257"
"Jamaica","Prematurity","2008","241","6","247"
"Jamaica","Prematurity","2007","226","7","233"
"Jamaica","Prematurity","2006","212","7","220"
"Jamaica","Prematurity","2005","210","7","217"
"Jamaica","Prematurity","2004","219","7","225"
"Jamaica","Prematurity","2003","239","6","245"
"Jamaica","Prematurity","2002","263","6","269"
"Jamaica","Prematurity","2001","293","6","299"
"Jamaica","Prematurity","2000","334","6","340"
"Jamaica","Birth asphyxia and birth trauma","2013","69","6","75"
"Jamaica","Birth asphyxia and birth trauma","2012","73","7","80"
"Jamaica","Birth asphyxia and birth trauma","2011","80","7","86"
"Jamaica","Birth asphyxia and birth trauma","2010","81","7","88"
"Jamaica","Birth asphyxia and birth trauma","2009","83","6","90"
"Jamaica","Birth asphyxia and birth trauma","2008","81","6","87"
"Jamaica","Birth asphyxia and birth trauma","2007","77","7","84"
"Jamaica","Birth asphyxia and birth trauma","2006","74","7","81"
"Jamaica","Birth asphyxia and birth trauma","2005","75","6","81"
"Jamaica","Birth asphyxia and birth trauma","2004","78","6","84"
"Jamaica","Birth asphyxia and birth trauma","2003","86","5","91"
"Jamaica","Birth asphyxia and birth trauma","2002","96","5","102"
"Jamaica","Birth asphyxia and birth trauma","2001","109","5","114"
"Jamaica","Birth asphyxia and birth trauma","2000","123","6","128"
"Jamaica","Sepsis and other infectious conditions of the newborn","2013","57","0","57"
"Jamaica","Sepsis and other infectious conditions of the newborn","2012","69","0","69"
"Jamaica","Sepsis and other infectious conditions of the newborn","2011","65","0","65"
"Jamaica","Sepsis and other infectious conditions of the newborn","2010","72","0","72"
"Jamaica","Sepsis and other infectious conditions of the newborn","2009","66","0","66"
"Jamaica","Sepsis and other infectious conditions of the newborn","2008","65","0","65"
"Jamaica","Sepsis and other infectious conditions of the newborn","2007","58","0","58"
"Jamaica","Sepsis and other infectious conditions of the newborn","2006","58","0","58"
"Jamaica","Sepsis and other infectious conditions of the newborn","2005","55","0","55"
"Jamaica","Sepsis and other infectious conditions of the newborn","2004","62","0","62"
"Jamaica","Sepsis and other infectious conditions of the newborn","2003","74","0","74"
"Jamaica","Sepsis and other infectious conditions of the newborn","2002","88","0","88"
"Jamaica","Sepsis and other infectious conditions of the newborn","2001","109","0","109"
"Jamaica","Sepsis and other infectious conditions of the newborn","2000","87","0","87"
"Jamaica","Other communicable, perinatal and nutritional conditions","2013","52","18","71"
"Jamaica","Other communicable, perinatal and nutritional conditions","2012","56","20","76"
"Jamaica","Other communicable, perinatal and nutritional conditions","2011","60","22","82"
"Jamaica","Other communicable, perinatal and nutritional conditions","2010","61","23","83"
"Jamaica","Other communicable, perinatal and nutritional conditions","2009","60","25","85"
"Jamaica","Other communicable, perinatal and nutritional conditions","2008","57","25","82"
"Jamaica","Other communicable, perinatal and nutritional conditions","2007","52","28","80"
"Jamaica","Other communicable, perinatal and nutritional conditions","2006","49","26","74"
"Jamaica","Other communicable, perinatal and nutritional conditions","2005","47","22","69"
"Jamaica","Other communicable, perinatal and nutritional conditions","2004","46","23","69"
"Jamaica","Other communicable, perinatal and nutritional conditions","2003","48","24","72"
"Jamaica","Other communicable, perinatal and nutritional conditions","2002","52","17","69"
"Jamaica","Other communicable, perinatal and nutritional conditions","2001","53","17","70"
"Jamaica","Other communicable, perinatal and nutritional conditions","2000","57","22","79"
"Jamaica","Congenital anomalies","2013","120","72","192"
"Jamaica","Congenital anomalies","2012","130","77","207"
"Jamaica","Congenital anomalies","2011","135","80","215"
"Jamaica","Congenital anomalies","2010","139","81","220"
"Jamaica","Congenital anomalies","2009","133","79","212"
"Jamaica","Congenital anomalies","2008","127","78","205"
"Jamaica","Congenital anomalies","2007","118","74","192"
"Jamaica","Congenital anomalies","2006","113","68","181"
"Jamaica","Congenital anomalies","2005","113","65","178"
"Jamaica","Congenital anomalies","2004","112","66","178"
"Jamaica","Congenital anomalies","2003","117","68","185"
"Jamaica","Congenital anomalies","2002","132","74","206"
"Jamaica","Congenital anomalies","2001","129","76","204"
"Jamaica","Congenital anomalies","2000","144","81","224"
"Jamaica","Other noncommunicable diseases","2013","2","57","59"
"Jamaica","Other noncommunicable diseases","2012","2","62","64"
"Jamaica","Other noncommunicable diseases","2011","2","66","68"
"Jamaica","Other noncommunicable diseases","2010","2","66","68"
"Jamaica","Other noncommunicable diseases","2009","2","67","69"
"Jamaica","Other noncommunicable diseases","2008","2","67","69"
"Jamaica","Other noncommunicable diseases","2007","2","54","56"
"Jamaica","Other noncommunicable diseases","2006","1","50","52"
"Jamaica","Other noncommunicable diseases","2005","1","49","50"
"Jamaica","Other noncommunicable diseases","2004","1","49","51"
"Jamaica","Other noncommunicable diseases","2003","1","54","56"
"Jamaica","Other noncommunicable diseases","2002","2","63","64"
"Jamaica","Other noncommunicable diseases","2001","2","83","84"
"Jamaica","Other noncommunicable diseases","2000","2","76","77"
"Jamaica","Injuries","2013","4","57","61"
"Jamaica","Injuries","2012","4","63","67"
"Jamaica","Injuries","2011","5","67","72"
"Jamaica","Injuries","2010","5","69","74"
"Jamaica","Injuries","2009","5","69","74"
"Jamaica","Injuries","2008","5","69","74"
"Jamaica","Injuries","2007","4","60","64"
"Jamaica","Injuries","2006","4","53","57"
"Jamaica","Injuries","2005","4","54","58"
"Jamaica","Injuries","2004","4","55","59"
"Jamaica","Injuries","2003","5","60","65"
"Jamaica","Injuries","2002","5","67","73"
"Jamaica","Injuries","2001","6","72","78"
"Jamaica","Injuries","2000","7","72","79"
"Mexico","HIV/AIDS","2013","7","68","76"
"Mexico","HIV/AIDS","2012","8","73","80"
"Mexico","HIV/AIDS","2011","6","78","84"
"Mexico","HIV/AIDS","2010","3","66","68"
"Mexico","HIV/AIDS","2009","6","95","101"
"Mexico","HIV/AIDS","2008","1","94","95"
"Mexico","HIV/AIDS","2007","5","94","99"
"Mexico","HIV/AIDS","2006","2","97","98"
"Mexico","HIV/AIDS","2005","2","82","83"
"Mexico","HIV/AIDS","2004","4","124","128"
"Mexico","HIV/AIDS","2003","2","131","134"
"Mexico","HIV/AIDS","2002","3","104","107"
"Mexico","HIV/AIDS","2001","3","93","96"
"Mexico","HIV/AIDS","2000","3","100","103"
"Mexico","Diarrhoeal diseases","2013","0","875","875"
"Mexico","Diarrhoeal diseases","2012","0","931","931"
"Mexico","Diarrhoeal diseases","2011","0","1134","1134"
"Mexico","Diarrhoeal diseases","2010","0","1324","1324"
"Mexico","Diarrhoeal diseases","2009","0","1542","1542"
"Mexico","Diarrhoeal diseases","2008","0","1948","1948"
"Mexico","Diarrhoeal diseases","2007","0","2347","2347"
"Mexico","Diarrhoeal diseases","2006","0","2393","2393"
"Mexico","Diarrhoeal diseases","2005","0","2937","2937"
"Mexico","Diarrhoeal diseases","2004","0","2945","2945"
"Mexico","Diarrhoeal diseases","2003","0","3548","3548"
"Mexico","Diarrhoeal diseases","2002","0","3813","3813"
"Mexico","Diarrhoeal diseases","2001","0","4335","4335"
"Mexico","Diarrhoeal diseases","2000","0","4820","4820"
"Mexico","Pertussis","2013","1","27","28"
"Mexico","Pertussis","2012","1","29","30"
"Mexico","Pertussis","2011","1","30","31"
"Mexico","Pertussis","2010","2","29","30"
"Mexico","Pertussis","2009","2","53","54"
"Mexico","Pertussis","2008","0","19","19"
"Mexico","Pertussis","2007","0","7","7"
"Mexico","Pertussis","2006","0","24","24"
"Mexico","Pertussis","2005","1","45","46"
"Mexico","Pertussis","2004","0","14","14"
"Mexico","Pertussis","2003","1","17","18"
"Mexico","Pertussis","2002","0","9","9"
"Mexico","Pertussis","2001","0","23","23"
"Mexico","Pertussis","2000","0","8","8"
"Mexico","Tetanus","2013","0","1","1"
"Mexico","Tetanus","2012","0","1","1"
"Mexico","Tetanus","2011","0","1","1"
"Mexico","Tetanus","2010","1","0","1"
"Mexico","Tetanus","2009","0","4","4"
"Mexico","Tetanus","2008","0","0","0"
"Mexico","Tetanus","2007","3","0","3"
"Mexico","Tetanus","2006","1","5","6"
"Mexico","Tetanus","2005","1","0","1"
"Mexico","Tetanus","2004","4","2","6"
"Mexico","Tetanus","2003","6","0","6"
"Mexico","Tetanus","2002","9","2","11"
"Mexico","Tetanus","2001","4","4","8"
"Mexico","Tetanus","2000","6","2","8"
"Mexico","Measles","2013","0","0","0"
"Mexico","Measles","2012","0","0","0"
"Mexico","Measles","2011","0","0","0"
"Mexico","Measles","2010","0","0","0"
"Mexico","Measles","2009","0","0","0"
"Mexico","Measles","2008","0","0","0"
"Mexico","Measles","2007","0","0","0"
"Mexico","Measles","2006","0","0","0"
"Mexico","Measles","2005","0","0","0"
"Mexico","Measles","2004","0","0","0"
"Mexico","Measles","2003","0","0","0"
"Mexico","Measles","2002","0","0","0"
"Mexico","Measles","2001","0","0","0"
"Mexico","Measles","2000","0","0","0"
"Mexico","Meningitis/encephalitis","2013","13","293","306"
"Mexico","Meningitis/encephalitis","2012","14","312","326"
"Mexico","Meningitis/encephalitis","2011","16","347","363"
"Mexico","Meningitis/encephalitis","2010","17","404","420"
"Mexico","Meningitis/encephalitis","2009","21","346","367"
"Mexico","Meningitis/encephalitis","2008","34","456","490"
"Mexico","Meningitis/encephalitis","2007","15","490","506"
"Mexico","Meningitis/encephalitis","2006","33","531","564"
"Mexico","Meningitis/encephalitis","2005","35","497","532"
"Mexico","Meningitis/encephalitis","2004","20","602","622"
"Mexico","Meningitis/encephalitis","2003","36","645","681"
"Mexico","Meningitis/encephalitis","2002","50","646","696"
"Mexico","Meningitis/encephalitis","2001","50","738","787"
"Mexico","Meningitis/encephalitis","2000","68","972","1040"
"Mexico","Malaria","2013","0","0","0"
"Mexico","Malaria","2012","0","0","0"
"Mexico","Malaria","2011","0","0","0"
"Mexico","Malaria","2010","0","0","0"
"Mexico","Malaria","2009","0","0","0"
"Mexico","Malaria","2008","0","0","0"
"Mexico","Malaria","2007","0","0","0"
"Mexico","Malaria","2006","0","0","0"
"Mexico","Malaria","2005","0","0","0"
"Mexico","Malaria","2004","0","0","0"
"Mexico","Malaria","2003","0","0","0"
"Mexico","Malaria","2002","0","0","0"
"Mexico","Malaria","2001","0","0","0"
"Mexico","Malaria","2000","0","0","0"
"Mexico","Acute lower respiratory infections","2013","724","3009","3733"
"Mexico","Acute lower respiratory infections","2012","779","3200","3979"
"Mexico","Acute lower respiratory infections","2011","812","3559","4371"
"Mexico","Acute lower respiratory infections","2010","865","4031","4896"
"Mexico","Acute lower respiratory infections","2009","832","4276","5108"
"Mexico","Acute lower respiratory infections","2008","869","4286","5154"
"Mexico","Acute lower respiratory infections","2007","908","4576","5484"
"Mexico","Acute lower respiratory infections","2006","1077","5202","6279"
"Mexico","Acute lower respiratory infections","2005","1097","5536","6632"
"Mexico","Acute lower respiratory infections","2004","1189","6425","7614"
"Mexico","Acute lower respiratory infections","2003","1175","6320","7495"
"Mexico","Acute lower respiratory infections","2002","1282","7613","8895"
"Mexico","Acute lower respiratory infections","2001","1416","7581","8997"
"Mexico","Acute lower respiratory infections","2000","1575","8704","10279"
"Mexico","Prematurity","2013","5397","645","6042"
"Mexico","Prematurity","2012","5806","686","6493"
"Mexico","Prematurity","2011","6048","709","6757"
"Mexico","Prematurity","2010","6451","708","7159"
"Mexico","Prematurity","2009","6587","715","7302"
"Mexico","Prematurity","2008","6786","738","7523"
"Mexico","Prematurity","2007","7224","744","7968"
"Mexico","Prematurity","2006","7193","679","7872"
"Mexico","Prematurity","2005","7707","689","8396"
"Mexico","Prematurity","2004","8171","670","8841"
"Mexico","Prematurity","2003","8642","742","9384"
"Mexico","Prematurity","2002","9038","669","9706"
"Mexico","Prematurity","2001","9494","646","10140"
"Mexico","Prematurity","2000","10183","625","10809"
"Mexico","Birth asphyxia and birth trauma","2013","1907","144","2051"
"Mexico","Birth asphyxia and birth trauma","2012","2052","153","2205"
"Mexico","Birth asphyxia and birth trauma","2011","2137","180","2317"
"Mexico","Birth asphyxia and birth trauma","2010","2279","221","2501"
"Mexico","Birth asphyxia and birth trauma","2009","2422","227","2649"
